"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.time","Input.image_url","Input.image_url2","Answer.author","Answer.bitly","Answer.quote","Answer.title","Approve","Reject"
"2ZKKYEPLSP7A5OX0QYUOLHQERLZWQP","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:01 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:01 GMT 2014","","","2TEJUNU8LZ6WS3RZLOZDJJ3VJGOJ3S","A2SD7GN80U31GW","Approved","Sun Mar 02 00:47:03 GMT 2014","Sun Mar 02 00:48:00 GMT 2014","Mon Mar 03 16:48:00 PST 2014","Sun Mar 02 07:32:06 PST 2014","","","57","100% (161/161)","100% (161/161)","100% (1/1)","7:00","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Larry B. Silver","http://bit.ly/1hAkDeD","She said 7:00 A.M. I asked her to wake him up at 6:15 A.M., give him his medication, and let him go back to sleep. 1 Ic wakes up at 7:00 A.M. pleasant and cooperative. I le gets dressed, comes to the kitchen, has a good breakfast, and leaves ...","The Misunderstood Child: Understanding and Coping with Your ..."
"2SOBFMFFOYYNE44D9S7E3C0RYM6ZMV","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2ERMAZHHRRLKB3ZHHAIHCKHOEOKDM2","A33UJ3SXS0H7SH","Approved","Sun Mar 02 08:05:22 GMT 2014","Sun Mar 02 08:06:01 GMT 2014","Tue Mar 04 00:06:01 PST 2014","Sun Mar 02 07:32:06 PST 2014","","","39","100% (220/220)","100% (220/220)","100% (46/46)","7:02","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Joseph E. Persico","http://bit.ly/1cuRahQ","At 7:02 A.M., from his command post on the superstructure of the Enterprise, Spruance gave the order, “Launch the attack.” At 10:24 A.M., Japanese lookouts reported to an astonished Yamamoto and his commander of the Japanese carriers, ...","Roosevelt's Centurions: FDR and the Commanders He Led to Victory in World War II"
"2EWRSQV66RLU2L4XBANA6KI63D0C4F","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:01 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:01 GMT 2014","","","277B0HFL42J661G25MT7X0IGKUL0LU","AMEMFG7OIAS61","Approved","Sun Mar 02 07:53:19 GMT 2014","Sun Mar 02 07:54:12 GMT 2014","Mon Mar 03 23:54:12 PST 2014","Sun Mar 02 07:32:06 PST 2014","","","53","100% (247/247)","100% (247/247)","100% (50/50)","7:03","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://bit.ly/1eOLmjb","7:03 am: Woke early to get Son #30ff. 7:50 am: Grabbing a few minutes to punch in 'anal humiliation' on Google. Looking but not touching. 8:30 am: Making W a cup of tea. Just asked her how she is. 'It feels like it has already been a very long ...","The Sex Diaries"
"2SIHFL42J1L3QBM1WMD0TGFKI3IN2C","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:01 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:01 GMT 2014","","","2AYUFBNFSVGZ6IE3Z7N6YG1FXCGJ5J","A2SD7GN80U31GW","Approved","Sun Mar 02 01:19:08 GMT 2014","Sun Mar 02 01:20:03 GMT 2014","Mon Mar 03 17:20:03 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","55","100% (161/161)","100% (161/161)","100% (1/1)","7:04","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Bevin Alexander","http://bit.ly/1hAoU1z","However, a sea fight broke out north of Casablanca at 7:04 A.M., November 8, between the American battleship Massachusetts and two French heavy cruisers, coastal batteries, and the battleship jean Bart, which lay immobile in Casablanca ...","How Hitler Could Have Won World War II: The Fatal Errors ..."
"2LTLYHVI44OXNNWO2SEEASBAQVS3XN","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2IKV7WGKCCVQ66N4XIDHLPQ4HJQT3K","AZMJHIX05LZ7D","Approved","Sun Mar 02 08:06:11 GMT 2014","Sun Mar 02 08:09:13 GMT 2014","Tue Mar 04 00:09:13 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","182","100% (71/71)","100% (71/71)","0% (0/0)","7:05","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","P. Coleonn","http://bit.ly/1eOO5Jc","Nevaeh: (7:05 a.m.) “It wouldn't all be a lie, you will be at a play, but you will be playing with me (smile).” Ron: (7:05 a.m.) “See you then, we'll meet at the same hotel in Brookfield.” Nevaeh got up and showered, all the while thinking about ...","Addicted to the Life: Money, Fame, Women, Game"
"23B6YTWX4H3MNSMY7O0GT6IJS1M3YT","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2APULRGNTBJ87PORZUG7Y62KMLCT7P","AMEMFG7OIAS61","Approved","Sun Mar 02 08:07:36 GMT 2014","Sun Mar 02 08:13:03 GMT 2014","Tue Mar 04 00:13:03 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","327","100% (247/247)","100% (247/247)","100% (50/50)","7:07","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","ohn Prados","http://bit.ly/1hBbm64","... he turned to intelligence officer Layton. ""Well,"" Nimitz said, ""you were only five miles, five degrees, and five minutes off."" Like the american carriers, midway itself launched all available planes, for more than an hour beginning at 7:07 a.m..","Combined fleet decoded: the secret history of American intelligence and the Japanese Navy in World War II"
"27IONNVRH1KM9CPALQY6YV9LLMOXOC","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2JUNJKM05BMOEXSSQH7T09RAC1XHCJ","A2SD7GN80U31GW","Approved","Sun Mar 02 00:49:12 GMT 2014","Sun Mar 02 00:49:58 GMT 2014","Mon Mar 03 16:49:58 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","46","100% (161/161)","100% (161/161)","100% (1/1)","7:09","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","John Hamamura","http://bit.ly/1fz89zm","By the time the all-clear sounds, Akemi is walking across a bridge halfway to work, and her mother is home, washing the breakfast dishes. The lone plane that triggers the 7:09 a.m. alert is the Straight Flush, a weather scout, piloted by Captain ...","Color of the Sea"
"2KXDEY5COW0Q1UAX2RIFWC6VOKGV4X","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2LDYHVI44OS75O52725Z3BAPAL4Y4Z","A37DR4QS4A5W5W","Approved","Sun Mar 02 07:54:23 GMT 2014","Sun Mar 02 07:56:34 GMT 2014","Mon Mar 03 23:56:34 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","131","100% (168/168)","100% (168/168)","0% (0/0)","7:10","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Jud Wilhite, ‎Bill Taaffe","http://bit.ly/1mV2ZEs","7:10 a.m. It had been a quiet night in the Southwest district, so Henry and another sergeant had combined their squads and were wrapping up the morning briefing. Henry had started in patrol just two weeks before, after spending five years in ...","Uncensored Grace: Stories of Hope from the Streets of Vegas"
"2YVM25L8I9N4H9S8TLFEFQW7UYNSI4","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2G5G67D1X3V50NB6IZTJP1M7UUNIBJ","A33UJ3SXS0H7SH","Approved","Sun Mar 02 07:57:29 GMT 2014","Sun Mar 02 07:58:06 GMT 2014","Mon Mar 03 23:58:06 PST 2014","Sun Mar 02 07:32:07 PST 2014","","","37","100% (220/220)","100% (220/220)","100% (46/46)","7:12","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Lynn Michaels","http://bit.ly/1ckoi1h","It began when she woke with a start at 7:12 A.M. Her clock radio should have wakened her at six, but the alarm was set on P.M. instead of A.M. She'd forgotten to check it at 2 A.M. Sunday when she turned the clocks back an hour from daylight ...","Mother of the Bride"
"2CPWGKCCVLL8XDEXGW1P14C9OGBV52","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2XDVWJ5OPB03GJA2S1NBIEP9ZCT4WT","A2SD7GN80U31GW","Approved","Sun Mar 02 00:23:59 GMT 2014","Sun Mar 02 00:25:06 GMT 2014","Mon Mar 03 16:25:06 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","67","100% (161/161)","100% (161/161)","100% (1/1)","7:13","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Lauren Morrill","http://bit.ly/1jJdY2z","I tap the Answerbuttonafter seeingthetime: 7:13 a.m. Two minutes before my alarm is set to go off. “How's life among the rhinestone band?” “No rhinestones yet,” Sloane Devon says. I barely know her, but hearing hervoice isoddly comforting.","Being Sloane Jacobs"
"2CZ8MZ9O9Z6PH7AG4E8H2RLFRQ51AP","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2L5DP8PJWKUIYB8G5IH3KZ0BB3RI7Q","A2SD7GN80U31GW","Approved","Sun Mar 02 03:56:12 GMT 2014","Sun Mar 02 03:57:21 GMT 2014","Mon Mar 03 19:57:21 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","69","100% (161/161)","100% (161/161)","100% (1/1)","7:14","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Russell Banks","http://bit.ly/NHZ8hw","In seconds the woman appeared to be sleeping. The train followed the glittering waters of the Rhine north and west into the German heartland. At exactly 7:14 A.M . central European time, as scheduled, the night train from Zurich arrived at the ...","The Reserve"
"2ZO2NJQ21724UC1B0QBLNVEBVRKXPT","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2FD8I9NZW6HJK9Z8Y5N74869L3EWMG","A2SD7GN80U31GW","Approved","Sun Mar 02 00:49:59 GMT 2014","Sun Mar 02 00:51:26 GMT 2014","Mon Mar 03 16:51:26 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","87","100% (161/161)","100% (161/161)","100% (1/1)","7:15","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Echo Heron","http://bit.ly/1kEIfiU","... like lifetime free ride vouchers, sure that they are entitled to some kind of hop-to priority service. The winner of the Medicaid Abuser of the Year Award went to the patient who came in via ambulance at 7:15 A.M., complaining of a sore throat.","Tending Lives: Nurses on the Medical Front"
"20N1Y7QEOZF3BVC6M8DOQXRDTUZHEZ","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2DPUYT3DHJHUPEO7EVVYJRSXE770TX","AMEMFG7OIAS61","Approved","Sun Mar 02 07:56:52 GMT 2014","Sun Mar 02 07:57:42 GMT 2014","Mon Mar 03 23:57:42 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","50","100% (247/247)","100% (247/247)","100% (50/50)","7:16","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Michelle Richmond","http://bit.ly/NiyrQv","... asylum, ex- convicts who want a friend releasedfrom prison. The worst kind ofhostage taker isone who hasno set demands, one who alreadyfeels his life is worth nothing, someone with nothing tolose. 13 7:16 a.m. I turn up the volume on the.","Golden State: A Novel"
"2IJK274J79KVH9C2HJXU8FCD5VEHFH","2KZXBAT2D5NVJQG9X5RJR5TYMOU62I","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 23:11:02 GMT 2014","1","BatchId:1437771;","420","172800","Sat Mar 08 23:11:02 GMT 2014","","","2XLL0XULRGNYWMEGGSO5QP7NBBD4QQ","A2SD7GN80U31GW","Approved","Sun Mar 02 01:00:03 GMT 2014","Sun Mar 02 01:01:03 GMT 2014","Mon Mar 03 17:01:03 PST 2014","Sun Mar 02 07:32:08 PST 2014","","","60","100% (161/161)","100% (161/161)","100% (1/1)","7:17","https://www.diigo.com/item/p/qqpcbpqzcaasoposbzbcspqpcs","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Scott Patterson","http://bit.ly/1hQcBwW","Smelcer said, “Hold it a minute, Leo. Tom Theobald just walked in."" Theobald was chairman of Continental. After a few minutes, Smelcer was back. “Leo. we're okay. Tom said go ahead. You've got your money."" It was 7:17 A.M., three minutes ...","The Quants: How a New Breed of Math Whizzes Conquered Wall ..."
